title,address,description,price,date,seller,image 
3 bedroom apartment for sale,"Montrose Place, Belgravia, London, SW1X","An exceptional lateral ground floor apartment (circa 3,567 sq ft) situated in one of the most pre-eminent and prestigious recent developments in Knightsbridge and Belgravia, with the benefit of 24 hour security and concierge, and private underground parking for two cars. Montrose Place...","£11,000,000",08/11/2019,"Aylesford International, Chelsea",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/43k/42848/86428832/42848_CHE080135_IMG_01_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Chester Terrace, London","A rare opportunity to purchase an outstanding Grade I Listed Nash house (427 sq m/4,596 sq ft) located in one of the finest terraces in the Crown Estate with fantastic views onto Regent's Park. The property has been recently refurbished and redesigned to the highest standard and provid...",POA,18/01/2020,"Sandfords, Regents Park",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/46k/45144/67713219/45144_RGP190002_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Marylebone Square, Marylebone, W1","Marylebone Square Is A Brand New Luxury Development Of 54 High-End Homes, Including 12 Penthouses. One Of The Largest Penthouses In The Building, Spanning 2,336 Sq Ft (217 Sq Meters) with a 545 Sq Ft (50 Sq Meters) West Facing Terrace.","£10,963,000",12/02/2020,"Knightsbridge, Estate Agents",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/112k/111955/77447515/111955_751_IMG_01_0000_max_476x317.jpg
6 bedroom end of terrace house for sale,"Chapel Street, Belgravia, London, SW1X","Set just off Belgrave Square this beautiful 6 bedroom house offers bespoke and stylish interiors over 6 floors with gorgeous reception rooms, private Lift and en-suites to all bedrooms.","£10,950,000",03/10/2018,"Foxtons, Sloane Square",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/17k/16023/93971873/16023_1040852_IMG_01_0000_max_476x317.jpg
6 bedroom terraced house for sale,"Montpelier Square, Knightsbridge, London, SW7","6 bedroom house for sale with lift in Knightsbridge SW7 A superb Grade II listed family townhouse, with lift, quietly located on Montpelier Square in the heart of Knightsbridge benefiting from a patio garden, roof terrace and south facing views over the square gardens. Approximately 395 sq. m (4...","£10,950,000",25/10/2018,"Knight Frank, Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65827/76675928/65827_SLA180134_IMG_01_0003_max_476x317.jpg
6 bedroom terraced house for sale,"Chapel Street, Belgravia, London, SW1X","An exception 6 bedroom Belgravia townhouse for sale with lift Covering approximately 361 sq m (3,887 sq ft) this freehold townhouse is located at the favoured Western end of Chapel Street, Belgravia with views over the gardens of Belgrave Square. The house has been recently refurbished and benef...","£10,950,000",16/08/2019,"Knight Frank, Belgravia, covering Westminster",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/95k/94745/73588090/94745_BGV190045_IMG_01_0002_max_476x317.jpg
6 bedroom terraced house for sale,"Montpelier Square, Knightsbridge, SW7","A substantial and impeccably designed six bedroom townhouse with lift, situated on the northern terrace of this prestigious garden square in the heart of Knightsbridge. ","£10,950,000",30/09/2019,"Chestertons Estate Agents , Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/32k/31608/94916525/31608_CHE190063_IMG_05_0000_max_476x317.jpg
6 bedroom terraced house for sale,"Montpelier Square, SW7","Occupying one of the best positions, facing south and directly overlooking the square gardens, this elegant period townhouse (4247 sq ft/ 395 sqm) is arranged over six floors with a passenger lift to the 2nd floor. The property has been totally refurbished and interior designed to the highest spe...","£10,950,000",14/10/2019,"Harrods Estates, Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/136k/135008/65741664/135008_KNI090267_IMG_01_0000_max_476x317.jpg
6 bedroom end of terrace house for sale,"Chapel Street, Belgravia, SW1X","An exceptional six bedroom end-of-terrace townhouse with lift, impeccably designed to the very highest standard and superbly located at the western end of Chapel Street offering wonderful views of Belgrave Square. ","£10,950,000",08/10/2019,"Chestertons Estate Agents , Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/32k/31608/94922534/31608_HEA195150_IMG_05_0001_max_476x317.jpg
6 bedroom detached house for sale,"Hamilton Terrace, St John's Wood, London, NW8",A charming detached family home situated on the west side of this prestigious tree lined boulevard.,"£10,950,000",16/05/2019,"Savills, St John's Wood & Regent's Park",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/79k/78202/63852855/78202_STS180158_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"School Lane, Surbiton, KT6","Arranged over 2 floors, this well proportioned 2 bedroom flat benefits from its own private entrance, separate kitchen, external storage space and an excellent location.","£270,000",28/07/2020,"Foxtons, Kingston",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/58k/57272/70095249/57272_1120091_IMG_03_0000_max_476x317.jpg
6 bedroom end of terrace house for sale,"Chapel Street, SW1X","Situated at the Belgrave Square end of Chapel Street, this very handsome end of terrace, five/six bedroom period townhouse (3889 sqft/ 361.3 sqm) is arranged over six floors (lift to the 2nd floor) with open views towards Belgrave Square. The property has been totally refurbished to the highest s...","£10,950,000",01/10/2019,"Harrods Estates, Knightsbridge",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/136k/135008/85305344/135008_KNI090268_IMG_08_0000_max_476x317.jpg
6 bedroom house for sale,"Montpelier Square, Knightsbridge, London, SW7",With a south-facing aspect towards one of the most prestigious squares in Knightsbridge this stunning 4/6 bedroom town House offers a superb interior finish throughout with courtyard Garden and roof terrace.,"£10,950,000",02/10/2018,"Foxtons, South Kensington",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/16k/15942/71427045/15942_1075215_IMG_01_0000_max_476x317.jpg
11 bedroom house for sale,"Gloucester Place, London, W1U",A freehold investment block consisting of 5 luxury residential apartments located in Marylebone W1. ,"£10,750,000",11/10/2018,"Cluttons, Hyde Park - Sales",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/57k/56665/67944691/56665_ALB180262_IMG_03_0000_max_476x317.jpg
5 bedroom terraced house for sale,"Thurloe Square, South Kensington, London, SW7","REMOTE & ONLINE VIEWINGS AVAILABLE A grand, grade II listed stucco fronted house in one of London’s most sought after garden squares. Spanning 4,817 square feet and enjoying exceptional ceiling heights throughout the building, this magnificent property offers an incoming purc...","£10,750,000",14/01/2020,"Russell Simpson, Chelsea",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/47k/46451/67624275/46451_RUS170142_IMG_01_0000_max_476x317.jpg
8 bedroom detached house for sale,"SHELDON AVENUE, KENWOOD, LONDON, N6","Set back from the road behind a gated carriage driveway is this stunning bespoke residence. Built by 'Finkernagel Ross', commissioned by the current owners to create their perfect family home, this incredible house comprises approximately 8247 square feet (766 square metres), over four levels.",POA,31/01/2020,"Marcus Parfitt Residential Sales, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/196k/195101/88988525/195101_SheldJan20Fink_IMG_19_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Horbury Crescent, London W11","The centre of a gently curving crescent in Notting Hill is the setting of this incredible house designed by Stuart Robertson of architects 23 + GS / 318, with interior furnishing and lighting consultancy by Fran Hickman Design. An exquisite example of period renovation, the house on Horbury Cresc...","£10,750,000",22/07/2020,"The Modern House, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65243/72004047/65243_TMH78115_IMG_01_0002_max_476x317.jpg
5 bedroom house for sale,"Thurloe Square, South Kensington, London, SW7","This magnificent 5 bedroom property spans 4,817 square feet and enjoys exceptional ceiling heights throughout the building with its own private garden, separate terrace and access to Garden Square. ","£10,750,000",06/07/2020,"Chestertons Estate Agents , South Kensington",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/52k/51955/94470161/51955_SKN200045_IMG_01_0000_max_476x317.jpg
4 bedroom house for sale,"Horbury Crescent, London, W11","Expertly transformed, 23 Architecture and interior designer Fran Hickman joined forces to reimagine and reform this one of a kind four-bedroom Victorian terrace house.","£10,750,000",22/07/2020,"Domus Nova, Notting Hill",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/29k/28746/95172473/28746_domusnovahorburycrescent_IMG_00_0000_max_476x317.jpg
8 bedroom detached house for sale,"Sheldon Avenue, London, N6","Stunning, detached house in N6 Set back from the road behind a gated carriage driveway is this stunning bespoke residence. Built by 'Finkernagel Ross', commissioned by the current owners to create their perfect family home, this incredible house comprises approximately 8247 squar...",POA,03/02/2020,"Knight Frank, Hampstead",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65806/77296432/65806_HAM180071_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Chesham Street, SW1X","A stunning three bedroom duplex apartment (2604 sqft /242 sqm) on the ground and lower ground floors of this small discreet block of apartments, newly refurbished to the highest standards and set behind a magnificent white stucco-fronted period building in the heart of Belgravia. The apartment ha...","£10,650,000",30/06/2020,"Harrods Estates, Mayfair",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/120k/119029/71560296/119029_MFD180031_IMG_02_0000_max_476x317.jpg
5 bedroom end of terrace house for sale,"Ladbroke Terrace, London","Built circa 1833, this handsome five bedroom, end of terrace house has fabulous, lateral entertaining space and further benefits from a passenger lift, a separate self contained flat on the lower ground floor and a wonderful rear garden. ","£10,500,000",10/02/2020,"Strutt & Parker, Notting Hill",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80107/68258373/80107_NHL190175_IMG_02_0000_max_476x317.jpg
Land for sale,"The Bishops Avenue, London","A stunning Freehold site with planning consent for a 20,000 sq ft (1,858 sq m) spectacular detached mansion with a magnificent indoor leisure suite including large pool, secure underground parking and elegantly arranged and apportioned reception rooms and bedroom suites, set in grounds of approxi...","£10,500,000",,"Glentree Estates Ltd, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190037/67523325/190037_29376237_IMG_01_0000_max_476x317.jpg
6 bedroom house for sale,"Battersea House, Battersea Park, 11 Surrey Lane, London, SW11","One of London's hidden gems. An extraordinarily quiet, low built house, situated behind electronically controlled gates and set within a spectacular walled garden, providing the ambience and character of a country house whilst set within central London just moments from the River, Battersea Park...","£10,500,000",10/11/2017,"Russell Simpson, Chelsea",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/47k/46451/51665268/46451_RUS170168_IMG_01_0000_max_476x317.jpg
8 bedroom flat for sale,"Hyde Park Square, London, W2","Eight bedroom apartment for sale in W2 This sensational apartment is arranged over the first and second floor of a beautiful period terrace on the highly sought after Hyde Park Square. The property features an abundance of space and is very well arranged, offering high ceilings, period de...","£10,500,000",11/09/2019,"Knight Frank, Hyde Park",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/51k/50634/79261819/50634_HPE190090_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Oceanic House, Cockspur Street, London","Impeccably finished with all modern conveniences in a classical style, this elegant and spacious 3 bedroom apartment with 3 reception rooms and large master suite has been newly built and interior designed within this historic building.","£10,500,000",10/11/2018,"Strutt & Parker, London - New Homes",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96919/68450614/96919_LNW180194_IMG_08_0000_max_476x317.jpg
4 bedroom penthouse for sale,"1 Kings Gate Walk, London",An exquisite penthouse with awe-inspiring views and a fabulous volume of space in the heart of central London.,"£10,500,000",17/07/2020,"Moveli, London",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/192k/191324/94975907/191324_29816789_IMG_01_0000_max_476x317.jpg
5 bedroom penthouse for sale,"Goldhurst House, Fulham Reach, London","Set in an ideal London location overlooking the River Thames, The Goldhurst House Penthouse sets new standards in superior living and is available for chain free sale through Prime London. The five bedroom 4,517 sq ft (419.63 sq m) penthouse is finished to an exquisite standard throughout and be...","£10,500,000",17/03/2020,"Prime London, Central and Riverside",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/110k/109135/69157440/109135_10210708_IMG_01_0000_max_476x317.jpg
